record_id,title,alternate_title,record_type,period_id,period_label,visual_system_id,visual_system_label,date_display,date_start,date_end,date_certainty,region,locality,community_or_culture,creator_or_authority,creator_role,creator_certainty,commissioner,workshop_or_printer,institution_or_collection,collection_number,object_type,medium,technique,dimensions,language,source_facts,ared_interpretation,historical_significance,cultural_interpretation,provenance,acquisition_history,primary_source_name,primary_source_url,secondary_sources,bibliography,evidence_summary,access_date,rights_status,image_rights_status,community_authority_status,verification_status,uncertainties,related_record_ids,tags,build_id
ARED-GH-00032,Geometric gold weight,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",16th–17th century,1500,1700,broad museum dating,Côte d’Ivoire,,Akan peoples,Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 317676,Metal-Implements,Brass,,H. 1 15/16 × W. 1 1/8 × D. 5/8 in. (4.9 × 2.9 × 1.6 cm),,"The Metropolitan Museum of Art records object 317676 as ""Geometric gold weight"". Culture: Akan peoples. Geographic attribution: Côte d’Ivoire. Date: 16th–17th century. Medium: Brass. Dimensions: H. 1 15/16 × W. 1 1/8 × D. 5/8 in. (4.9 × 2.9 × 1.6 cm). Credit line: Gift of Ernst Anspach, 1994. Artist/maker field: Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317676,,,Museum object record 317676 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,museum places production in Côte d’Ivoire,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00033,Gold Weight: Geometric,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317677,Metal-Implements,Brass,,Length 3/4 in.,,"The Metropolitan Museum of Art records object 317677 as ""Gold Weight: Geometric"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: Length 3/4 in.. Credit line: Gift of Ernst Anspach, 1994. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317677,,,Museum object record 317677 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00034,Gold Weight: Geometric,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317678,Metal-Implements,Brass,,Length 5/8 in.,,"The Metropolitan Museum of Art records object 317678 as ""Gold Weight: Geometric"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: Length 5/8 in.. Credit line: Gift of Ernst Anspach, 1994. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317678,,,Museum object record 317678 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00035,Sword gold weight,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1900,broad museum dating,Côte d’Ivoire,,Akan peoples,Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 317679,Metal-Implements,Brass,,H. 3 1/8 × W. 3/4 × D. 5/8 in. (7.9 × 1.9 × 1.6 cm),,"The Metropolitan Museum of Art records object 317679 as ""Sword gold weight"". Culture: Akan peoples. Geographic attribution: Côte d’Ivoire. Date: 18th–19th century. Medium: Brass. Dimensions: H. 3 1/8 × W. 3/4 × D. 5/8 in. (7.9 × 1.9 × 1.6 cm). Credit line: Gift of Ernst Anspach, 1994. Artist/maker field: Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317679,,,Museum object record 317679 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,museum places production in Côte d’Ivoire,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00036,Gold Weight: Ceremonial Whisk,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317680,Metal-Implements,Brass,,H x W x D: 3 7/8 x 7/8 x 7/8 in. (9.8 x 2.2 x 2.2 cm),,"The Metropolitan Museum of Art records object 317680 as ""Gold Weight: Ceremonial Whisk"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: H x W x D: 3 7/8 x 7/8 x 7/8 in. (9.8 x 2.2 x 2.2 cm). Credit line: Gift of Ernst Anspach, 1994. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317680,,,Museum object record 317680 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00037,Gold Weight: Shield,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317681,Metal-Implements,Brass,,Length 1-3/8 in.,,"The Metropolitan Museum of Art records object 317681 as ""Gold Weight: Shield"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: Length 1-3/8 in.. Credit line: Gift of Ernst Anspach, 1994. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317681,,,Museum object record 317681 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00038,Gold Weight: Amulet,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317682,Metal-Implements,Brass,,H x W x D: 1 3/4 x 3/8 x 1/4 in. (4.4 x 1 x 0.6 cm),,"The Metropolitan Museum of Art records object 317682 as ""Gold Weight: Amulet"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: H x W x D: 1 3/4 x 3/8 x 1/4 in. (4.4 x 1 x 0.6 cm). Credit line: Gift of Ernst Anspach, 1994. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317682,,,Museum object record 317682 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00039,Gold Weight,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317683,Metal-Implements,Brass,,H. 1 3/4 × W. 5/8 × D. 1/4 in. (4.4 × 1.6 × 0.6 cm),,"The Metropolitan Museum of Art records object 317683 as ""Gold Weight"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: H. 1 3/4 × W. 5/8 × D. 1/4 in. (4.4 × 1.6 × 0.6 cm). Credit line: Gift of Ernst Anspach, 1994. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317683,,,Museum object record 317683 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00040,Chair gold weight,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1900,broad museum dating,Côte d’Ivoire,,Akan,Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 317684,Metal-Implements,Brass,,H. 1 7/8 × W. 1 1/8 × D. 1 1/4 in. (4.8 × 2.9 × 3.2 cm),,"The Metropolitan Museum of Art records object 317684 as ""Chair gold weight"". Culture: Akan. Geographic attribution: Côte d’Ivoire. Date: 18th–19th century. Medium: Brass. Dimensions: H. 1 7/8 × W. 1 1/8 × D. 1 1/4 in. (4.8 × 2.9 × 3.2 cm). Credit line: Gift of Ernst Anspach, 1994. Artist/maker field: Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317684,,,Museum object record 317684 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,museum places production in Côte d’Ivoire,,Met; Metal-Implements; Akan,2026-07-05-taxonomy-v1
ARED-GH-00041,Gold Weight,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317685,Metal-Implements,Brass,,Height 1-1/4 in.,,"The Metropolitan Museum of Art records object 317685 as ""Gold Weight"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: Height 1-1/4 in.. Credit line: Gift of Ernst Anspach, 1994. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317685,,,Museum object record 317685 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00042,Stool gold weight,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1900,broad museum dating,Côte d’Ivoire,,Akan peoples,Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 317686,Metal-Implements,Brass,,H. 5/8 × W. 1 3/16 × D. 5/8 in. (1.6 × 3 × 1.6 cm),,"The Metropolitan Museum of Art records object 317686 as ""Stool gold weight"". Culture: Akan peoples. Geographic attribution: Côte d’Ivoire. Date: 18th–19th century. Medium: Brass. Dimensions: H. 5/8 × W. 1 3/16 × D. 5/8 in. (1.6 × 3 × 1.6 cm). Credit line: Gift of Ernst Anspach, 1994. Artist/maker field: Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317686,,,Museum object record 317686 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,museum places production in Côte d’Ivoire,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00043,Gold Weight,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317687,Metal-Implements,Brass,,W. 1/2 × L. 3 3/4 in. (1.3 × 9.5 cm),,"The Metropolitan Museum of Art records object 317687 as ""Gold Weight"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: W. 1/2 × L. 3 3/4 in. (1.3 × 9.5 cm). Credit line: Gift of Ernst Anspach, 1994. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317687,,,Museum object record 317687 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00044,Gold Weight: Bird (Sankofa),,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,Akan peoples,Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 317688,Metal-Implements,Brass,,Height 1-3/4 in.,,"The Metropolitan Museum of Art records object 317688 as ""Gold Weight: Bird (Sankofa)"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: Height 1-3/4 in.. Credit line: Gift of Ernst Anspach, 1994. Artist/maker field: Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317688,,,Museum object record 317688 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00045,Gold Weight,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1897,broad museum dating,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317689,Metal-Implements,Brass,,H. 1 3/8 x W. 1/2 in. (3.5 x 1.3cm),,"The Metropolitan Museum of Art records object 317689 as ""Gold Weight"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: H. 1 3/8 x W. 1/2 in. (3.5 x 1.3cm). Credit line: Gift of Ernst Anspach, 1994. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317689,,,Museum object record 317689 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00046,Gold Weight: Janus Bird,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317690,Metal-Implements,Brass,,H. 1 5/8 × W. 7/8 × D. 2 1/2 in. (4.1 × 2.2 × 6.4 cm),,"The Metropolitan Museum of Art records object 317690 as ""Gold Weight: Janus Bird"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: H. 1 5/8 × W. 7/8 × D. 2 1/2 in. (4.1 × 2.2 × 6.4 cm). Credit line: Gift of Ernst Anspach, 1994. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317690,,,Museum object record 317690 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00047,Chicken's head gold weight,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1900,broad museum dating,Ghana,,Akan peoples,Akan artist,artist/maker,institutional attribution,,,Metropolitan Museum of Art,Met 317691,Metal-Implements,Brass,,Length 1/2 in.,,"The Metropolitan Museum of Art records object 317691 as ""Chicken's head gold weight"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: Length 1/2 in.. Credit line: Gift of Ernst Anspach, 1994. Artist/maker field: Akan artist.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317691,,,Museum object record 317691 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00048,Gold Weight: Mudfish,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317692,Metal-Implements,Brass,,Height 1-7/8 in.,,"The Metropolitan Museum of Art records object 317692 as ""Gold Weight: Mudfish"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: Height 1-7/8 in.. Credit line: Gift of Ernst Anspach, 1994. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317692,,,Museum object record 317692 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00049,Gold Weight: Mother and Child,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317693,Metal-Implements,Brass,,Height 2-1/8 in.,,"The Metropolitan Museum of Art records object 317693 as ""Gold Weight: Mother and Child"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: Height 2-1/8 in.. Credit line: Gift of Ernst Anspach, 1994. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317693,,,Museum object record 317693 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00050,Gold Weight: Male with Bird,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317694,Metal-Implements,Brass,,Height 1-5/8 in.,,"The Metropolitan Museum of Art records object 317694 as ""Gold Weight: Male with Bird"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: Height 1-5/8 in.. Credit line: Gift of Ernst Anspach, 1994. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317694,,,Museum object record 317694 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00051,Gold Weight: Seated Male,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V1,"Land, cosmology and authority",18th–19th century,1700,1800,broad museum dating,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317695,Metal-Implements,Brass,,Height 1-1/4 in.,,"The Metropolitan Museum of Art records object 317695 as ""Gold Weight: Seated Male"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 18th–19th century. Medium: Brass. Dimensions: Height 1-1/4 in.. Credit line: Gift of Ernst Anspach, 1994. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Ernst Anspach, 1994","Gift of Ernst Anspach, 1994",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317695,,,Museum object record 317695 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00052,Gold Weight,,museum object,P3,"Colonial print and institutional design, 1874–1945",V1,"Land, cosmology and authority",20th century,1900,2000,museum dated,Ghana,,Akan peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 317907,Metal-Implements,Brass,,W. 1 1/8 × L. 1 7/8 in. (2.9 × 4.8 cm),,"The Metropolitan Museum of Art records object 317907 as ""Gold Weight"". Culture: Akan peoples. Geographic attribution: Ghana. Date: 20th century. Medium: Brass. Dimensions: W. 1 1/8 × L. 1 7/8 in. (2.9 × 4.8 cm). Credit line: Gift of Drs. John and Nicole Dintenfass, 1998. Maker unnamed in museum record.",ARED research note: This record forms part of Ghana's history of graphic design and visual communication. The interpretation below is ARED analysis supported by the cited source — not presented as direct institutional quotation.,,,"Gift of Drs. John and Nicole Dintenfass, 1998","Gift of Drs. John and Nicole Dintenfass, 1998",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/317907,,,Museum object record 317907 accessed 2026-07-05.,2026-07-05,linked_record,check Met terms,not_required,verified,maker unnamed in source,,Met; Metal-Implements; Akan peoples,2026-07-05-taxonomy-v1
ARED-GH-00053,Kente Prestige Cloth,,museum object,P2,"Coastal contact and transcultural exchange, c. 1471–1874",V3,"Cloth, pattern and social identity",19th century,1800,1800,museum dated,Ghana,,Asante peoples,Unrecorded artist,unrecorded maker,unrecorded,,,Metropolitan Museum of Art,Met 85576,Textiles,"Cotton, silk",,[no dimensions available],,"The Metropolitan Museum of Art records object 85576 as ""Kente Prestige Cloth"". Culture: Asante peoples. Geographic attribution: Ghana. Date: 19th century. Medium: Cotton, silk. Dimensions: [no dimensions available]. Credit line: Purchase, Irene Lewisohn Bequest, 1972. Maker unnamed in museum record.","ARED research note: Woven and stamped textiles in Ghana operate as systems of pattern, identity and social communication. This interpretation is ARED analysis based on the object record and textile scholarship — not a direct museum quotation.",,,"Purchase, Irene Lewisohn Bequest, 1972","Purchase, Irene Lewisohn Bequest, 1972",Metropolitan Museum of Art Collection Online,https://www.metmuseum.org/art/collection/search/85576,,,Museum object record 85576 accessed 2026-07-05.,2026-07-05,public domain (Met Open Access),Met Open Access where applicable,not_required,verified,maker unnamed in source,,Met; Textiles; Asante peoples,2026-07-05-taxonomy-v1
